CONSTITUENCY,ASSETS,LIABILITIES,NAME,WINNER,GENDER,AGE,VOTES RECEIVED,ELECTION RESULT,HAS CASES
PATAN,22136618,,JAGDISH THAKOR,0,MALE,62,439489,2,0
PATHANAMTHITTA,6075876,7723227,ANTO ANTONY,1,MALE,62,380927,1,1
PATHANAMTHITTA,20179396,6643517,VEENA GEORGE,0,FEMALE,42,336684,2,0
PATHANAMTHITTA,4044300,1308799,K SURENDRAN,0,MALE,49,297396,3,1
PATIALA,635973757,42453369,Preneet Kaur,1,FEMALE,74,532027,1,0
PATIALA,184375011,6709821,Surjit Singh Rakhra,0,MALE,68,369309,2,1
PATIALA,44984048,110000,Dharam Vira Gandhi,0,MALE,68,161645,3,0
PATIALA,65098945,17876777,Neena Mittal,0,FEMALE,47,56877,4,0
PATNA SAHIB,235275591,,RAVI SHANKAR PRASAD,1,MALE,64,607506,1,0
PATNA SAHIB,1935459756,284863762,SHATRUGHAN SINHA,0,MALE,73,322849,2,1
PEDDAPALLE,16597300,,Venkatesh Netha Borlakunta,1,MALE,42,441321,1,0
PEDDAPALLE,63320000,5000000,Agam Chandrasekhar,0,MALE,60,346141,2,0
PEDDAPALLE,11933904,3730368,S.Kumar,0,MALE,52,92606,3,0
PERAMBALUR,972730368,65935070,"Dr.PAARIVENDHAR, T. R",1,MALE,77,683697,1,1
PERAMBALUR,100798649,29580175,"SIVAPATHY, N.R",0,MALE,55,280179,2,0
PERAMBALUR,311000,,"SHANTHI, K.",0,FEMALE,36,53545,3,0
PERAMBALUR,4186115,,"RAJASEKARAN, M.",0,MALE,58,45591,4,1
PHULPUR,172707104,6505194,Keshari Devi Patel,1,FEMALE,62,544701,1,1
PHULPUR,9986599,,Pandhari Yadav,0,MALE,58,372733,2,0
PILIBHIT,603200539,28952800,Feroze Varun Gandhi,1,MALE,39,704549,1,0
PILIBHIT,10931313,645587,Hemraj Verma,0,MALE,43,448922,2,1
POLLACHI,133109284,13360639,SHANMUGA SUNDARAM. K,1,MALE,49,554230,1,0
POLLACHI,313473295,68668270,MAHENDRAN. C,0,MALE,47,378347,2,0
POLLACHI,99775631,900000,MOOKAMBIKA. R,0,FEMALE,40,59693,3,0
POLLACHI,584781,,SANUJA. U,0,FEMALE,35,31483,4,0
PONNANI,8103274,,E. T. Mohammed Basheer,1,MALE,72,521824,1,0
PONNANI,1027930,,P.V. Anvar Puthan Veetil,0,MALE,51,328551,2,1
PONNANI,24482797,,Rema,0,FEMALE,61,110603,3,1
PORBANDAR,357564783,217944697,RAMESHBHAI LAVJIBHAI DHADUK,1,MALE,57,563881,1,0
PORBANDAR,23284746,509206,LALIT VASOYA,0,MALE,57,334058,2,1
PRATAPGARH,248789514,8895225,SANGAM LAL GUPTA,1,MALE,48,436291,1,1
PRATAPGARH,3746721,7260000,ASHOK TRIPATHI,0,MALE,45,318539,2,1
PRATAPGARH,362051733,1008000,RAJKUMARI RATNA SINGH,0,FEMALE,57,77096,3,1
PRATAPGARH,156138084,46218245,AKSHAY PRATAP SINGH ALIAS GOPAL JI,0,MALE,51,46963,4,1
PUDUCHERRY,108015548,520989,Ve. VAITHILINGAM,1,MALE,68,444981,1,0
PUDUCHERRY,83719044,12739010,Dr. NARAYANASAMY KESAVAN,0,MALE,29,247956,2,0
PUDUCHERRY,393586982,28820830,Dr.M.A.S. SUBRAMANIAN,0,MALE,72,38068,3,0
PUNE,57959302,1793891,Girish Bhalchandra Bapat,1,MALE,68,632835,1,1
PUNE,67624702,35212523,Mohan Joshi,0,MALE,62,308207,2,1
PUNE,18703428,,Anil Narayan Jadhav,0,MALE,35,64793,3,1
PURI,1174701344,21932742,PINAKI MISRA,1,MALE,59,538321,1,0
PURI,7202976,1197946,Dr Sambit Patra,0,MALE,45,526607,2,1
PURI,13257059,138069,SATYA PRAKASH NAYAK,0,MALE,51,44734,3,1
PURNIA,41036294,2500000,SANTOSH KUMAR,1,MALE,43,632924,1,1
PURNIA,3418643970,715792024,UDAY SINGH ALIAS PAPPU SINGH,0,MALE,66,369463,2,1
PURULIA,2250540,456100,JYOTIRMAY SINGH MAHATO,1,MALE,34,668107,1,1
PURULIA,17024599,1716993,Dr. MRIGANKA MAHATO,0,MALE,56,463375,2,0
PURULIA,5330178,609500,NEPAL MAHATA,0,MALE,58,84477,3,1
PURULIA,17909890,,BIR SINGH MAHATO,0,MALE,73,68434,4,1
PURVI CHAMPARAN,33791375,1146627,RADHA MOHAN SINGH,1,MALE,69,577787,1,1
PURVI CHAMPARAN,25867226,,AAKASH KUMAR SINGH,0,MALE,27,284139,2,1
PALAMU,15227170,793697,GHURAN RAM,0,MALE,51,278053,1,1
PALAMU,12484775,2512110,ANJANA BHUIYAN,0,FEMALE,47,53597,2,0
RAE BARELI,118263916,,SONIA GANDHI,1,FEMALE,72,534918,1,1
RAE BARELI,29676192,972748,DINESH PRATAP SINGH,0,MALE,51,367740,2,1
RAICHUR,30638375,678532,RAJA AMARESHWARA NAIK,1,MALE,62,598337,1,0
RAICHUR,101129729,5703400,B. V NAIK,0,MALE,53,480621,2,1
RAIGAD,127487277,3221073,Tatkare Sunil Dattatray,1,MALE,64,486968,1,0
RAIGAD,54422110,21341268,Anant Geete,0,MALE,67,455530,2,0
RAIGANJ,6139123,823416,DEBASREE CHAUDHURI,1,FEMALE,48,511652,1,1
RAIGANJ,20695117,,AGARWAL KANAIALAL,0,MALE,64,451078,2,1
RAIGANJ,9690051,619755,MD. SALIM,0,MALE,61,182035,3,1
RAIGANJ,15615375,,DEEPA DASMUNSI,0,FEMALE,58,83662,4,1
RAIGARH,7043539,,GOMATI SAI,1,FEMALE,43,658335,1,0
RAIGARH,7254977,2080854,LALJEET SINGH RATHIA,0,MALE,42,592308,2,1
RAIPUR,46068126,2482214,Sunil Kumar Soni,1,MALE,57,837902,1,0
RAIPUR,64682454,7605574,Pramod Dubey,0,MALE,53,489664,2,0
RAJAHMUNDRY,458205360,17814757,MARGANI BHARAT,1,MALE,36,582024,1,1
RAJAHMUNDRY,431848590,324874000,MAGANTI ROOPA,0,FEMALE,45,460390,2,0
RAJAHMUNDRY,673924565,461954372,AKULA SATYANARAYANA,0,MALE,55,155807,3,0
RAJAMPET,665085701,205473477,P.V.MIDHUN REDDY,1,MALE,42,702211,1,1
RAJAMPET,2204833211,593275186,D A SATHYA PRABHA,0,FEMALE,68,433927,2,0
RAJAMPET,600000,1200000,SYED MUKARRAM,0,MALE,42,33986,3,0
RAJGARH,40198295,3921362,RODMAL NAGAR,1,MALE,58,823824,1,0
RAJGARH,23174475,5353782,MONA SUSTANI,0,FEMALE,50,392805,2,0
RAJKOT,68818120,16566856,KUNDARIA MOHANBHAI KALYANJIBHAI,1,MALE,67,758645,1,0
RAJKOT,97582897,82106333,KAGATHARA LALITBHAI,0,MALE,61,390238,2,1
RAJMAHAL,12919555,2743560,VIJAY KUMAR HANSDAK,1,MALE,36,507830,1,0
RAJMAHAL,56991946,17588570,HEMLAL MURMU,0,MALE,63,408635,2,0
RAJMAHAL,2402310,10000,GOPIN SOREN,0,MALE,56,35586,3,0
RAJNANDGAON,24861970,1519820,SANTOSH PANDEY,1,MALE,51,662387,1,0
RAJNANDGAON,12428558,657124,BHOLA RAM SAHU,0,MALE,60,550421,2,0
RAJSAMAND,165984623,,Diya Kumari,1,FEMALE,48,863039,1,0
RAJSAMAND,251586733,18611248,Devkinandan (Kaka),0,MALE,76,311123,2,1
RAMANATHAPURAM,364738171,47008615,K. NAVASKANI,1,MALE,39,469943,1,1
RAMANATHAPURAM,194674653,80459602,NAINAR NAGENTHRAN,0,MALE,59,342821,2,1
RAMANATHAPURAM,18513000,500000,"V.D.N. ANANDH. B.E.,",0,MALE,38,141806,3,1
RAMANATHAPURAM,955530,350000,T. BHUVANESWARI,0,FEMALE,37,46385,4,0
RAMPUR,46124814,,Mohammad Azam Khan,1,MALE,64,559177,1,1
RAMPUR,279273009,16204374,Jayaprada Nahata,0,FEMALE,57,449180,2,0
RAMPUR,97199000,5525000,Sanjay Kapoor,0,MALE,56,35009,3,0
RAMTEK,95603165,4228793,Krupal Balaji Tumane,1,MALE,53,597126,1,0
RAMTEK,76190424,259920,Kishore Uttamrao Gajbhiye,0,MALE,61,470343,2,0
RAMTEK,950000,,Subhash Dharamdas Gajbhiye,0,MALE,29,44327,3,0
RANAGHAT,17622476,,JAGANNATH SARKAR,1,MALE,56,783253,1,1
RANAGHAT,7370951,1727897,RUPALI BISWAS,0,FEMALE,25,549825,2,0
RANAGHAT,3211830,,BISWAS RAMA,0,FEMALE,56,97771,3,1
RANCHI,14044267,100000,SANJAY SETH,1,MALE,60,706510,1,0
RANCHI,73566185,11873779,SUBODH KANT SAHAY,0,MALE,67,423730,2,1
RATLAM,42072262,4890940,GUMAN SINGH DAMOR,1,MALE,62,696103,1,0
RATLAM,90679618,904000,KANTILAL BHURIA,0,MALE,68,605467,2,1
RATNAGIRI - SINDHUDURG,50660534,2830000,Vinayak Raut,1,MALE,65,458022,1,1
RATNAGIRI - SINDHUDURG,254141202,76363728,Nilesh Narayan Rane,0,MALE,38,279700,2,1
RATNAGIRI - SINDHUDURG,124520857,16820672,Navinchandra Bhalchandra Bandivadekar,0,MALE,62,63299,3,0
RATNAGIRI - SINDHUDURG,3493826,,Maruti Ramchandra Joshi,0,MALE,74,30882,4,0
RAVER,172713734,,Khadse Raksha Nikhil,1,FEMALE,31,655386,1,0
RAVER,198503281,4508413,Dr.Ulhas Vasudeo Patil,0,MALE,59,319504,2,1
RAVER,8901000,4450000,Nitin Pralhad Kandelkar,0,MALE,39,88365,3,0
REWA,20359750,580627,JANARDAN MISHRA,1,MALE,62,583769,1,0
REWA,30182893,1325755,"SIDDHARTH TIWARI ""RAJ""",0,MALE,34,270961,2,0
REWA,15156991,3100000,VIKASH SINGH PATEL,0,MALE,36,91109,3,0
ROBERTSGANJ,23048078,684133,PAKAURI LAL KOL,1,MALE,66,447914,1,0
ROBERTSGANJ,20813273,640631,BHAI LAL,0,MALE,67,393578,2,1
ROBERTSGANJ,26146670,4105250,BHAGWATI PRASAD CHAUDHARI,0,MALE,64,35269,3,0
ROHTAK,41079284,16778090,ARVIND KUMAR SHARMA,1,MALE,56,573845,1,0
ROHTAK,447255719,21846800,DEEPENDER SINGH HOODA,0,MALE,41,566342,2,0
ROHTAK,10638347,,KISHAN LAL PANCHAL,0,MALE,51,38364,3,0
SABARKANTHA,23997443,,RATHOD DIPSINH SHANKARSINH,1,MALE,67,701983,1,0
SABARKANTHA,22687227,800000,THAKOR RAJENDRASINH SHIVSINH,0,MALE,46,432997,2,0
SAGAR,16416828,547428,RAJBAHADUR SINGH,1,MALE,51,646231,1,1
SAGAR,116106237,869967,PRABHU SINGH THAKUR,0,MALE,65,340689,2,0
SAHARANPUR,46146135,60000,HAJI FAZLUR REHMAN,1,MALE,67,514139,1,0
SAHARANPUR,47543994,,RAGHAV LAKHANPAL,0,MALE,44,491722,2,1
SAHARANPUR,50597337,,IMRAN MASOOD,0,MALE,48,207068,3,1
SALEM,60045532,4039841,PARTHIBAN.S.R,1,MALE,49,606302,1,1
SALEM,15055729,,SARAVANAN.K.R.S,0,MALE,44,459376,2,0
SALEM,2750000,900000,PRABHU MANIKANDAN.M,0,MALE,28,58662,3,0
SALEM,4300000,,SELVAM.S.K,0,MALE,57,52332,4,1
SALEM,15668882,,RASA.A,0,MALE,57,33890,5,1
SALEMPUR,27031724,249400,RAVINDER,1,MALE,55,467940,1,0
SALEMPUR,115246002,265057,R S KUSHWAHA,0,MALE,62,355325,2,0
SALEMPUR,6310007,,RAJARAM,0,MALE,54,33568,3,0
SAMASTIPUR,17375975,999057,Ramchandra Paswan,1,MALE,58,562443,1,1
SAMASTIPUR,20396690,,Dr. Ashok Kumar,0,MALE,64,310800,2,0
SAMBALPUR,269543587,10337195,NITESH GANGA DEB,1,MALE,47,473770,1,1
SAMBALPUR,75651064,2259000,NALINI KANTA PRADHAN,0,MALE,61,464608,2,0
SAMBALPUR,59424606,703915,SARAT PATTANAYAK,0,MALE,62,135969,3,0
SAMBHAL,13296671,,DR. SHAFIQUR REHMAN BARQ,1,MALE,86,658006,1,0
SAMBHAL,110088877,4943218,PARAMESHVAR LAL SAINI,0,MALE,64,483180,2,0
SANGLI,191192187,23345328,Sanjaykaka Patil,1,MALE,54,508995,1,1
SANGLI,217156936,103062594,Vishal Prakashbapu Patil,0,MALE,38,344643,2,1
SANGLI,10372000,42000,Gopichand Kundlik Padalkar,0,MALE,36,300234,3,1
SANGRUR,16427274,,BHAGWANT MANN,1,MALE,45,413561,1,0
SANGRUR,1310793341,100605212,KEWAL SINGH DHILLON,0,MALE,68,303350,2,0
SANGRUR,179035633,,PARMINDER SINGH DHINDSA,0,MALE,43,263498,3,1
SANT KABIR NAGAR,4300614,2326248,PRAVEEN KUMAR NISHAD,1,MALE,30,467543,1,0
SANT KABIR NAGAR,142535633,,BHEESHMA SHANKAR,0,MALE,54,431794,2,0
SANT KABIR NAGAR,15341651,10068345,BHAL CHANDRA YADAV,0,MALE,60,128506,3,1
SARAN,80740349,,Rajiv Pratap Rudy,1,MALE,58,499986,1,0
SARAN,96944980,1901831,Chandrika Roy,0,MALE,61,361575,2,1
SASARAM (SC),37786578,2214842,CHHEDI PASWAN,1,MALE,63,494800,1,1
SASARAM (SC),475194636,,MEIRA KUMAR,0,FEMALE,74,329055,2,0
SASARAM (SC),8864060,,MANOJ KUMAR,0,MALE,35,86406,3,0
SATARA,1996813173,12340338,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,1,MALE,53,579026,1,1
SATARA,152801213,51954358,NARENDRA ANNASAHEB PATIL,0,MALE,44,452498,2,1
SATARA,1427313,400000,SAHADEO KERAPPA AIWALE,0,MALE,63,40673,3,0
SATNA,41719076,,GANESH SINGH,1,MALE,56,588753,1,1
SATNA,150375545,18844623,RAJARAM TRIPATHI,0,MALE,66,357280,2,0
SATNA,24846270,746000,ACCHE LAL KUSHAWAHA,0,MALE,62,109961,3,1
SECUNDRABAD,81430778,4500000,G . KISHAN REDDY,1,MALE,58,384780,1,0
SECUNDRABAD,301011219,68489543,TALASANI SAI KIRAN YADAV,0,MALE,32,322666,2,1
SECUNDRABAD,24655065,2400000,ANJAN KUMAR YADAV. M,0,MALE,58,173229,3,0
SHAHDOL,36564408,1736289,HIMADRI SINGH,1,FEMALE,32,747977,1,0
SHAHDOL,20491903,3913894,PRAMILA SINGH,0,FEMALE,50,344644,2,0
SHAHDOL,223200,20000,BAHAN KESHKALI KOL,0,FEMALE,31,33695,3,0
SHAHJAHANPUR,43448049,1179697,Arun Kumar Sagar,1,MALE,42,688990,1,1
SHAHJAHANPUR,15755445,1200128,Amar Chandra Jauhar,0,MALE,48,420572,2,1
SHEOHAR,328364940,,RAMA DEVI,1,FEMALE,69,608678,1,1
SHEOHAR,25526590,8814643,SYED FAISAL ALI,0,MALE,52,268318,2,1
SHILLONG,549515421,,VINCENT H. PALA,1,MALE,51,419689,1,0
SHILLONG,11432184,1178370,JEMINO MAWTHOH,0,MALE,54,267256,2,0
SHILLONG,66168175,,SANBOR SHULLAI,0,MALE,52,76683,3,0
SHIMLA,15705738,7873806,SURESH KUMAR KASHYAP,1,MALE,48,606182,1,0
SHIMLA,36782528,4111104,DHANI RAM SHANDIL,0,MALE,78,278668,2,1
SHIMOGA,674093851,14150647,B.Y.RAGHAVENDRA.,1,MALE,46,729872,1,1
SHIMOGA,615887761,170909000,S.MADHUBANGARAPPA,0,MALE,52,506512,2,1
SHIRDI,113710526,205100,SADASHIV KISAN LOKHANDE,1,MALE,56,486820,1,1
SHIRDI,26419995,1935504,KAMBLE BHAUSAHEB MALHARI,0,MALE,64,366625,2,1
SHIRDI,24086176,8810000,SANJAY LAXMAN SUKHDAN,0,MALE,39,63287,3,1
SHIRDI,2419200,400000,WAKCHAURE BHAUSAHEB RAJARAM,0,MALE,69,35526,4,0
SHIRUR,43351521,1488116,Dr. Amol Ramsing Kolhe,1,MALE,38,635830,1,0
SHIRUR,290165511,49898166,Adhalrao Shivaji Dattatrey,0,MALE,64,577347,2,1
SHRAWASTI,19108216,350000,RAM SHIROMANI,1,MALE,49,441771,1,0
SHRAWASTI,28788083,155755,DADDAN MISHRA,0,MALE,52,436451,2,0
SHRAWASTI,110455296,1671408,DHIRENDRA PRATAP SINGH,0,MALE,54,58042,3,1
SIDHI,51541791,505922,Riti Pathak,1,FEMALE,41,698342,1,0
SIDHI,375482525,4000000,Ajay Arjun Singh,0,MALE,63,411818,2,1
SIKAR,2827638,2719583,Sumedhanand Saraswati,1,MALE,67,772104,1,0
SIKAR,82542126,1450462,Subhash Maharia,0,MALE,61,474948,2,0
SIKKIM,478817,,INDRA HANG SUBBA,1,MALE,30,166922,1,0
SIKKIM,2789212,436959,DEK BAHADUR KATWAL,0,MALE,42,154489,2,0
SIKKIM,563879,,LATEN TSHERING SHERPA,0,MALE,33,16572,3,0
SILCHAR,29901767,6976701,RAJDEEP ROY,1,MALE,48,499414,1,0
SILCHAR,106707145,19405127,SUSHMITA DEV,0,FEMALE,46,417818,2,1
SINGHBHUM,25249018,1928508,GEETA KORA,1,FEMALE,35,431815,1,1
SINGHBHUM,19516408,1265285,LAXMAN GILUWA,0,MALE,57,359660,2,1
SIRSA,42596349,2500000,Sunita Duggal,1,FEMALE,51,714351,1,0
SIRSA,64311703,7489962,Ashok Tanwar,0,MALE,43,404433,2,1
SIRSA,1805374,,Nirmal Singh Malri,0,MALE,37,95914,3,0
SIRSA,10601527,4446477,Charanjeet Singh Rori,0,MALE,49,88093,4,0
SITAMARHI,60717031,10277790,Sunil Kumar Pintu,1,MALE,58,567745,1,1
SITAMARHI,18988281,1511335,Arjun Ray,0,MALE,47,317206,2,1
SITAPUR,73129716,108148,Rajesh Verma,1,MALE,58,514528,1,1
SITAPUR,34286356,,Nakul Dubey,0,MALE,53,413695,2,1
SITAPUR,12560808,4284514,Qaiser Jahan,0,FEMALE,45,96018,3,1
SIVAGANGA,793729024,174081116,KARTI P CHIDAMBARAM,1,MALE,47,566104,1,1
SIVAGANGA,26223393,5910000,H.RAJA,0,MALE,61,233860,2,1
SIVAGANGA,1792000,800000,V.PANDI,0,MALE,43,122534,3,1
SIVAGANGA,467200,42000,V.SAKTHI PRIYA,0,FEMALE,27,72240,4,0
SIWAN,19325264,412511,Kavita Singh,1,FEMALE,33,448473,1,1
SIWAN,139078374,1000000,Hena Shahab,0,FEMALE,46,331515,2,1
SIWAN,8089901,,Amar Nath Yadav,0,MALE,54,74644,3,1
SIWAN,5082500,,Deva Kant Mishra Alias Munna Bhaiya,0,MALE,43,36459,4,1
SOLAPUR,27870079,,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,1,MALE,63,524985,1,0
SOLAPUR,380358711,4750000,SHINDE SUSHILKUMAR SAMBHAJIRAO,0,MALE,77,366377,2,0
SOLAPUR,58722916,,AMBEDKAR PRAKASH YASHVANT,0,MALE,64,170007,3,0
SONIPAT,235859266,,RAMESH CHANDER KAUSHIK,1,MALE,62,587664,1,0
SONIPAT,155261986,1440000,BHUPINDER SINGH HOODA,0,MALE,72,422800,2,1
SOUTH DELHI,180052708,2038454,RAMESH BIDHURI,1,MALE,57,687014,1,1
SOUTH DELHI,1647954,,RAGHAV CHADHA,0,MALE,30,319971,2,0
SOUTH DELHI,121525000,31967000,VIJENDER,0,MALE,33,164613,3,0
SOUTH GOA,79402232,,COSME FRANCISCO CAITANO SARDINHA,1,MALE,73,201561,1,0
SOUTH GOA,14526550,,ADV. NARENDRA SAWAIKAR,0,MALE,52,191806,2,0
SOUTH GOA,9676888,,ELVIS GOMES,0,MALE,56,20891,3,1
SRERAMPUR,175968902,5522403,KALYAN BANERJEE,1,MALE,62,637707,1,0
SRERAMPUR,3523068,,DEBJIT SARKAR,0,MALE,42,539171,2,1
SRERAMPUR,289956,28000,TIRTHANKAR RAY,0,MALE,44,152281,3,0
SRIKAKULAM,122791042,12000000,KINJARAPU RAM MOHAN NAIDU,1,MALE,32,534544,1,1
SRIKAKULAM,52821196,25848939,DUVVADA SRINIVAS,0,MALE,52,527891,2,1
SRIKAKULAM,63385326,,METTA RAMARAO,0,MALE,53,31956,3,0
SRINAGAR,121904435,,Farooq Abdullah,1,MALE,83,106750,1,1
SRIPERUMBUDUR,208806446,,Baalu.T.R.,1,MALE,77,793281,1,0
SRIPERUMBUDUR,442074321,65575554,Vaithilingam A,0,MALE,49,285326,2,0
SRIPERUMBUDUR,29485700,500000,Sridhar M,0,MALE,46,135525,3,1
SRIPERUMBUDUR,14923845,,Mahendran.H,0,MALE,41,84979,4,1
SULTANPUR,556926451,11935800,MANEKA SANJAI GANDHI,1,FEMALE,62,459196,1,0
SULTANPUR,106096052,,"CHANDRA BHADRA SINGH ""SSONU""",0,MALE,43,444670,2,1
SULTANPUR,411199451,,Dr. SANJAY SINH,0,MALE,67,41681,3,0
SUNDARGARH,74185014,12743330,Jual Oram,1,MALE,58,500056,1,1
SUNDARGARH,19117337,773540,Sunita Biswal,0,FEMALE,39,276991,2,0
SUNDARGARH,901058,,George Tirkey,0,MALE,60,268218,3,1
SUPAUL,23441606,,Dileshwar Kamait,1,MALE,73,597377,1,1
SUPAUL,119543561,17695194,Ranjeet Ranjan,0,FEMALE,46,330524,2,1
SURAT,23872876,,Darshana Vikram Jardosh,1,FEMALE,58,795651,1,0
SURAT,19012482,3125964,Ashok Patel (Adhevada),0,MALE,45,247421,2,0
SURENDRANAGAR,79084513,14822528,Dr. MUNJAPARA MAHENDRABHAI,1,MALE,50,631844,1,0
SURENDRANAGAR,66558302,,KOLI PATEL SOMABHAI GANDALAL,0,MALE,79,354407,2,0
SURGUJA,27682493,3251275,Renuka Singh Saruta,1,FEMALE,55,663711,1,0
SURGUJA,76086898,7070521,Khel Sai Singh,0,MALE,72,505838,2,0
